date,신고건수,Week,정기적_이벤트,비정기적_이벤트,뉴스개수,금리,누적확진자수,확진자수,소비자물가지수,비트코인거래량,네이버_보이스피싱,다음카카오_보이스피싱,구글_보이스피싱,네이버_대출,다음카카오_대출,구글_대출검색,은행영업일,이전7일건수_평균,이전7일_뉴스개수,이전7일_확진자수,이전7일_비트코인거래량,이전7일_네이버_보이스피싱,이전7일_다음카카오_보이스피싱,이전7일_구글_보이스피싱,이전7일_네이버_대출,이전7일_다음카카오_대출,이전7일_구글_대출검색,이전7일_은행영업일수,이전4주_뉴스개수,이전4주_확진자수,이전4주_비트코인거래량,이전4주_네이버_보이스피싱,이전4주_다음카카오_보이스피싱,이전4주_구글_보이스피싱,이전4주_네이버_대출,이전4주_다음카카오_대출,이전4주_구글_대출검색,이전4주건수_평균
2020-09-15,118,38,1,0,10.0,0.5,22285.0,109.0,100.74,96640.0,23.61111,20.0,5.75,29.49368,33.0,17.0,1,68.14285714285714,21.571428571428573,141.28571428571428,78115.71428571429,21.720235714285717,26.428571428571427,3.9642857142857135,21.62473142857143,21.571428571428573,15.928571428571429,5.0,17.214285714285715,241.78571428571428,284712.85714285716,17.904757857142858,21.035714285714285,4.526785714285714,21.075591428571425,20.107142857142858,16.214285714285715,45.285714285714285
2020-09-16,118,38,1,0,52.0,0.5,22391.0,106.0,100.74,91700.0,31.91666,33.0,5.75,29.71061,34.0,17.0,1,76.85714285714286,22.428571428571427,137.0,74944.28571428571,22.680552857142857,27.428571428571427,4.321428571428571,22.284815714285717,23.0,16.142857142857142,5.0,18.928571428571427,236.78571428571428,266316.78571428574,18.428071428571428,21.607142857142858,4.571428571428571,21.12656964285714,20.357142857142858,16.196428571428573,48.035714285714285
2020-09-17,118,38,1,0,38.0,0.5,22504.0,113.0,100.74,94940.0,40.86111,54.0,5.75,28.31793,38.0,17.0,1,86.42857142857143,19.714285714285715,130.85714285714286,78311.42857142857,24.39483857142857,28.714285714285715,4.678571428571429,22.789951428571424,25.0,16.357142857142858,5.0,19.321428571428573,230.21428571428572,250055.35714285713,19.253964285714286,22.892857142857142,4.616071428571429,21.227596785714287,20.785714285714285,16.178571428571427,50.82142857142857
2020-09-18,118,38,1,0,52.0,0.5,22657.0,153.0,100.74,77220.0,35.05555,45.0,5.75,25.8406,28.0,17.0,1,91.71428571428572,23.571428571428573,130.57142857142858,76770.0,25.412695714285714,30.285714285714285,5.035714285714286,22.86370857142857,25.428571428571427,16.571428571428573,5.0,20.642857142857142,225.39285714285714,237422.85714285713,19.898309642857146,23.821428571428573,4.660714285714286,21.29531,20.821428571428573,16.160714285714285,53.285714285714285
2020-09-19,40,38,0,0,25.0,0.5,22783.0,126.0,100.74,63480.0,32.02777,42.0,5.75,21.10286,20.0,17.0,0,96.42857142857144,26.571428571428573,123.42857142857144,76941.42857142857,26.478171428571432,32.0,5.392857142857143,22.845114285714285,25.285714285714285,16.785714285714285,5.0,21.178571428571427,218.32142857142858,221605.0,20.420135,24.642857142857142,4.705357142857143,21.265714642857144,20.857142857142858,16.142857142857142,55.82142857142857
2020-09-20,4,38,0,0,7.0,0.5,22893.0,110.0,100.74,51630.0,14.81944,19.0,5.75,11.42782,10.0,17.0,0,99.57142857142856,27.428571428571427,119.71428571428572,77390.0,26.72023428571428,32.0,5.75,22.811644285714287,25.142857142857142,17.0,5.0,21.392857142857142,210.39285714285714,207949.64285714287,20.64930178571429,24.892857142857142,4.75,21.249754642857145,20.857142857142858,16.125,56.357142857142854
2020-09-21,88,39,0,0,22.0,0.5,22975.0,82.0,100.74,53390.0,8.70833,12.0,3.25,12.9767,12.0,15.5,1,98.42857142857144,29.428571428571427,114.14285714285714,75571.42857142857,26.71428142857143,32.142857142857146,5.392857142857143,22.695742857142854,25.0,16.785714285714285,5.0,22.142857142857142,199.14285714285714,196380.35714285713,20.728666785714285,25.071428571428573,4.705357142857143,21.272222499999998,20.928571428571427,16.035714285714285,56.214285714285715
2020-09-22,96,39,0,0,53.0,0.5,23045.0,70.0,100.74,109850.0,23.90277,21.0,3.25,27.00334,22.0,15.5,1,93.71428571428572,35.57142857142857,108.57142857142856,77458.57142857143,26.755947142857146,32.285714285714285,5.035714285714286,22.33998,23.428571428571427,16.571428571428573,5.0,23.607142857142858,192.14285714285714,184977.5,20.97965857142857,25.0,4.660714285714286,21.209313214285714,20.785714285714285,15.946428571428571,57.57142857142857
2020-09-23,96,39,0,0,57.0,0.5,23106.0,61.0,100.74,63520.0,25.91666,30.0,3.25,25.02494,23.0,15.5,1,88.85714285714286,36.285714285714285,102.14285714285714,73432.85714285714,25.898804285714284,31.857142857142858,4.678571428571429,21.67059857142857,21.857142857142858,16.357142857142858,5.0,24.964285714285715,184.32142857142858,166029.2857142857,21.26338857142857,25.464285714285715,4.616071428571429,21.188085,20.678571428571427,15.857142857142858,59.57142857142857
2020-09-24,59,39,0,1,47.0,0.5,23216.0,110.0,100.74,74950.0,32.76388,50.0,3.25,22.71682,25.0,15.5,1,82.57142857142857,37.57142857142857,101.71428571428572,70577.14285714286,24.742057142857146,31.285714285714285,4.321428571428571,20.87044,20.0,16.142857142857142,5.0,24.714285714285715,176.82142857142858,150382.5,21.774797142857143,26.642857142857142,4.571428571428571,21.146248928571428,20.678571428571427,15.767857142857142,61.035714285714285
2020-09-25,53,39,0,1,47.0,0.5,23341.0,125.0,100.74,82950.0,27.80555,35.0,3.25,22.14846,22.0,15.5,1,71.57142857142857,36.85714285714285,97.71428571428572,71395.71428571429,23.706342857142857,29.857142857142858,3.9642857142857135,20.342991428571427,19.142857142857142,15.928571428571429,5.0,25.857142857142858,165.53571428571428,133323.92857142858,22.14334857142857,27.285714285714285,4.526785714285714,21.056997857142854,20.571428571428573,15.678571428571429,61.607142857142854
2020-09-26,11,39,0,1,33.0,0.5,23455.0,114.0,100.74,71430.0,19.63888,30.0,3.25,20.79482,21.0,15.5,0,62.142857142857146,38.0,96.0,72531.42857142857,21.93650142857143,28.142857142857142,3.607142857142857,20.298985714285717,19.285714285714285,15.714285714285714,5.0,26.964285714285715,156.35714285714286,119270.0,22.2078325,27.642857142857142,4.482142857142857,21.08086,20.75,15.589285714285714,62.392857142857146
2020-09-27,10,39,0,1,2.0,0.5,23516.0,61.0,100.74,37850.0,9.94444,12.0,3.25,11.93978,12.0,15.5,0,58.0,37.285714285714285,89.0,70562.85714285714,21.240072857142856,27.142857142857142,3.25,20.37212285714286,19.571428571428573,15.5,5.0,27.0,147.0,106698.57142857143,22.237594285714284,27.642857142857142,4.4375,21.083029285714282,20.892857142857142,15.5,62.285714285714285
2020-09-28,35,40,0,1,28.0,0.5,23611.0,95.0,100.74,40920.0,6.98611,8.0,3.25,11.99184,14.0,12.25,1,59.0,38.142857142857146,90.85714285714286,68781.42857142857,20.994041428571425,26.571428571428573,3.25,20.231428571428573,19.857142857142858,15.035714285714286,5.0,27.857142857142858,139.71428571428572,93540.0,22.2534675,27.5,4.357142857142857,21.059012142857142,21.071428571428573,15.4375,62.357142857142854
2020-09-29,21,40,0,1,43.0,0.5,23661.0,50.0,100.74,72290.0,14.75,20.0,3.25,23.93162,24.0,12.25,1,51.42857142857143,36.71428571428572,88.0,63415.71428571428,19.68650285714286,26.428571428571427,3.25,19.79261142857143,20.142857142857142,14.571428571428571,5.0,28.714285714285715,132.64285714285714,78402.5,22.03769392857143,27.321428571428573,4.276785714285714,20.96480285714286,20.928571428571427,15.375,61.964285714285715
2020-09-30,4,40,0,1,85.0,0.5,23699.0,38.0,100.74,59640.0,15.76388,27.0,3.25,17.87062,17.0,12.25,0,40.71428571428572,40.71428571428572,84.71428571428571,62861.42857142857,18.236105714285717,26.0,3.25,18.770565714285716,19.285714285714285,14.107142857142858,5.0,31.071428571428573,125.60714285714286,59793.57142857143,21.72519392857143,27.392857142857142,4.196428571428571,20.709911071428568,20.714285714285715,15.3125,61.25
2020-10-01,4,40,0,1,20.0,0.5,23812.0,113.0,100.18,55550.0,7.38888,11.0,3.25,8.65981,7.0,12.25,0,27.571428571428573,36.85714285714285,85.14285714285714,60090.0,14.611105714285712,20.428571428571427,3.25,16.76242142857143,16.714285714285715,13.642857142857142,4.0,31.428571428571427,120.10714285714286,61053.92857142857,21.07688035714286,26.928571428571427,4.116071428571429,20.221975714285712,20.214285714285715,15.25,59.285714285714285
2020-10-02,4,40,0,1,5.0,0.5,23889.0,77.0,100.18,95330.0,7.81944,11.0,3.25,7.80511,6.0,12.25,0,19.142857142857142,30.857142857142858,78.28571428571429,61858.57142857143,11.755947142857142,17.0,3.25,14.71337142857143,14.428571428571429,13.178571428571429,3.0,28.642857142857142,115.89285714285714,64113.92857142857,20.489082857142858,25.928571428571427,4.035714285714286,19.728307142857144,19.75,15.1875,57.107142857142854
2020-10-03,4,40,0,1,3.0,0.5,23952.0,63.0,100.18,77940.0,5.875,7.0,3.25,8.33441,7.0,12.25,0,12.0,26.571428571428573,71.0,62788.57142857143,9.78967857142857,13.714285714285714,3.25,12.933312857142855,12.428571428571429,12.714285714285714,2.0,28.321428571428573,111.07142857142857,66451.07142857143,19.845233928571425,25.107142857142858,3.955357142857143,19.289955357142855,19.321428571428573,15.125,55.32142857142857
2020-10-04,4,40,0,1,17.0,0.5,24027.0,75.0,100.18,29100.0,5.48611,7.0,3.25,9.46678,8.0,12.25,0,10.714285714285714,28.714285714285715,73.0,61538.57142857143,9.152774285714283,13.0,3.25,12.580027142857144,11.857142857142858,12.25,2.0,28.75,107.75,66964.64285714286,19.603666428571426,24.75,3.875,19.196985714285713,19.321428571428573,15.0625,54.857142857142854
2020-10-05,45,41,0,1,15.0,0.5,24091.0,64.0,100.18,31400.0,6.18055,6.0,4.0,12.69035,11.0,15.5,1,9.428571428571429,26.857142857142858,68.57142857142857,60178.57142857143,9.037694285714286,12.714285714285714,3.357142857142857,12.679814285714286,11.428571428571429,12.714285714285714,2.0,29.107142857142858,104.07142857142857,67653.21428571429,19.530253571428574,24.607142857142858,3.9017857142857144,19.206282499999997,19.285714285714285,15.0625,54.857142857142854
2020-10-06,42,41,0,1,34.0,0.5,24164.0,73.0,100.18,48860.0,15.97222,31.0,4.0,27.01201,20.0,15.5,1,10.857142857142858,25.571428571428573,71.85714285714286,56831.42857142857,9.212297142857144,14.285714285714286,3.4642857142857144,13.11987,10.857142857142858,13.178571428571429,2.0,29.857142857142858,102.42857142857143,68955.35714285714,19.343745714285717,24.857142857142858,3.9285714285714284,19.219298214285715,19.0,15.0625,54.42857142857143
2020-10-07,49,41,0,1,11.0,0.5,24239.0,75.0,100.18,69070.0,16.80555,43.0,4.0,22.78189,20.0,15.5,1,13.857142857142858,15.0,77.14285714285714,58178.57142857143,9.361107142857142,16.571428571428573,3.571428571428572,13.82148,11.285714285714286,13.642857142857142,2.0,28.607142857142858,100.25,67354.28571428571,19.044142499999996,25.464285714285715,3.955357142857143,19.136865,18.857142857142858,15.0625,53.464285714285715
2020-10-08,35,41,0,1,35.0,0.5,24353.0,114.0,100.18,49270.0,18.81944,25.0,4.0,21.79704,20.0,15.5,1,20.285714285714285,17.142857142857142,77.28571428571429,57281.42857142857,10.994044285714285,18.571428571428573,3.678571428571429,15.69822714285714,13.142857142857142,14.107142857142858,3.0,27.821428571428573,98.75,66565.0,18.68551142857143,24.75,3.982142857142857,19.03026,18.714285714285715,15.0625,52.607142857142854
2020-10-09,11,41,0,1,25.0,0.5,24422.0,69.0,100.18,79780.0,16.58333,17.0,4.0,19.90108,16.0,15.5,0,25.285714285714285,20.0,76.14285714285714,55060.0,12.246028571428573,19.428571428571427,3.7857142857142856,17.426222857142857,14.571428571428571,14.571428571428571,4.0,27.821428571428573,95.67857142857143,66271.07142857143,18.28025357142857,24.142857142857142,4.008928571428571,18.836573571428573,18.392857142857142,15.0625,50.32142857142857
2020-10-10,11,41,0,1,7.0,0.5,24476.0,54.0,100.18,70950.0,9.09722,10.0,4.0,12.75109,9.0,15.5,0,26.428571428571427,20.571428571428573,74.85714285714286,54061.42857142857,12.706345714285716,19.857142857142858,3.892857142857143,18.057177142857142,14.857142857142858,15.035714285714286,4.0,27.928571428571427,91.32142857142857,66580.71428571429,17.727674285714283,23.428571428571427,4.035714285714286,18.5336475,17.964285714285715,15.0625,47.642857142857146
2020-10-11,4,41,0,1,10.0,0.5,24548.0,72.0,100.18,65810.0,6.76388,10.0,4.0,11.97448,9.0,15.5,0,27.714285714285715,19.571428571428573,74.42857142857143,59305.71428571428,12.888884285714289,20.285714285714285,4.0,18.41542,15.0,15.5,4.0,28.25,89.03571428571429,67199.28571428571,17.50049142857143,23.107142857142858,4.0625,18.54480357142857,17.892857142857142,15.0625,47.392857142857146
2020-10-12,70,42,0,1,22.0,0.5,24606.0,58.0,100.18,41060.0,6.25,9.0,4.75,13.17193,10.0,16.0,1,28.0,20.571428571428573,73.57142857142857,60685.71428571428,12.898805714285714,20.714285714285715,4.107142857142857,18.484217142857144,14.857142857142858,15.571428571428571,4.0,28.75,86.78571428571429,66304.28571428571,17.411205714285714,23.035714285714285,4.026785714285714,18.522800714285715,17.785714285714285,15.026785714285714,47.142857142857146
2020-10-13,59,42,0,1,127.0,0.5,24703.0,97.0,100.18,84020.0,18.125,20.0,4.75,29.13358,25.0,16.0,1,31.571428571428573,33.857142857142854,77.0,65708.57142857143,13.206345714285716,19.142857142857142,4.214285714285714,18.78729857142857,15.571428571428571,15.642857142857142,4.0,32.92857142857143,86.35714285714286,65853.57142857143,17.215273214285713,23.035714285714285,3.9910714285714284,18.50994,17.5,14.991071428571429,45.42857142857143
2020-10-14,70,42,0,1,35.0,0.5,24805.0,102.0,100.18,64670.0,18.29166,18.0,4.75,25.83192,24.0,16.0,1,34.0,37.285714285714285,80.85714285714286,65080.0,13.418647142857145,15.571428571428571,4.321428571428571,19.22301714285714,16.142857142857142,15.714285714285714,4.0,32.32142857142857,86.21428571428571,64888.21428571428,16.72866607142857,22.5,3.955357142857143,18.37141535714286,17.142857142857142,14.955357142857142,43.32142857142857
2020-10-15,67,42,0,1,57.0,0.5,24889.0,84.0,100.18,59120.0,18.27777,19.0,4.75,25.14642,20.0,16.0,1,37.0,40.42857142857143,76.57142857142857,66487.14285714286,13.341265714285717,14.714285714285714,4.428571428571429,19.7015,16.142857142857142,15.785714285714286,4.0,33.0,85.17857142857143,63608.92857142857,15.922118214285716,21.25,3.919642857142857,18.258147142857144,16.5,14.919642857142858,41.607142857142854
2020-10-16,44,42,0,1,90.0,0.5,24988.0,99.0,100.18,70840.0,21.84722,22.0,4.75,24.0531,18.0,16.0,1,41.57142857142857,49.71428571428572,80.85714285714286,65210.0,14.09325,15.428571428571429,4.535714285714286,20.294645714285718,16.428571428571427,15.857142857142858,4.0,34.357142857142854,83.25,63381.07142857143,15.450392142857144,20.428571428571427,3.8839285714285716,18.194307857142856,16.142857142857142,14.883928571428571,39.785714285714285
2020-10-17,15,42,0,1,20.0,0.5,25035.0,47.0,100.18,71420.0,16.80555,13.0,4.75,21.01609,19.0,16.0,0,46.285714285714285,51.57142857142857,79.85714285714286,65277.142857142855,15.194440000000002,15.857142857142858,4.642857142857143,21.47536,17.857142857142858,15.928571428571429,5.0,34.17857142857143,80.42857142857143,63664.642857142855,14.906741428571427,19.392857142857142,3.8482142857142856,18.19120892857143,16.107142857142858,14.848214285714286,37.142857142857146
2020-10-18,5,42,0,1,2.0,0.5,25108.0,73.0,100.18,29860.0,9.29166,8.0,4.75,11.0764,8.0,16.0,0,46.85714285714285,50.42857142857143,80.0,60141.42857142857,15.55555142857143,15.571428571428571,4.75,21.347062857142856,17.714285714285715,16.0,5.0,34.0,79.10714285714286,62887.142857142855,14.709320714285715,19.0,3.8125,18.178658214285715,16.035714285714285,14.8125,36.25
2020-10-19,61,43,0,1,9.0,0.5,25199.0,91.0,100.18,31510.0,5.875,5.0,7.0,12.49511,9.0,16.5,1,47.142857142857146,48.57142857142857,84.71428571428571,58777.142857142855,15.50198,15.0,5.071428571428571,21.250374285714283,17.571428571428573,16.071428571428573,5.0,33.535714285714285,79.42857142857143,62105.71428571428,14.608130357142857,18.75,3.9464285714285716,18.16145857142857,15.928571428571429,14.848214285714286,36.285714285714285
2020-10-20,46,43,0,1,25.0,0.5,25275.0,76.0,100.18,73040.0,18.31944,21.0,7.0,27.37212,25.0,16.5,1,45.85714285714285,34.0,81.71428571428571,57208.57142857143,15.52975714285714,15.142857142857142,5.392857142857143,20.99873714285714,17.571428571428573,16.142857142857142,5.0,32.535714285714285,79.64285714285714,60791.07142857143,14.408725714285714,18.75,4.080357142857143,18.174629285714285,16.035714285714285,14.883928571428571,35.32142857142857
2020-10-21,65,43,0,1,72.0,0.5,25333.0,58.0,100.18,94590.0,20.33333,23.0,7.0,23.33289,33.0,16.5,1,44.0,39.285714285714285,75.42857142857143,61482.857142857145,15.821424285714286,15.857142857142858,5.714285714285714,20.64173285714286,18.857142857142858,16.214285714285715,5.0,33.07142857142857,79.53571428571429,61900.71428571428,14.209321071428572,18.5,4.214285714285714,18.11419892857143,16.392857142857142,14.919642857142858,33.535714285714285
2020-10-22,63,43,0,1,15.0,0.5,25424.0,91.0,100.18,197720.0,20.56944,23.0,7.0,23.00316,18.0,16.5,1,43.285714285714285,33.285714285714285,76.42857142857143,81282.85714285714,16.148805714285714,16.428571428571427,6.035714285714286,20.335552857142854,18.571428571428573,16.285714285714285,5.0,31.928571428571427,78.85714285714286,66285.35714285714,13.773805357142857,17.535714285714285,4.348214285714286,18.124425357142858,16.142857142857142,14.955357142857142,32.42857142857143
2020-10-23,66,43,0,1,36.0,0.5,25543.0,119.0,100.18,113310.0,21.16666,16.0,7.0,21.24604,20.0,16.5,1,42.71428571428572,25.571428571428573,79.28571428571429,87350.0,16.051582857142858,15.571428571428571,6.357142857142857,19.934544285714285,18.857142857142858,16.357142857142858,5.0,31.535714285714285,78.64285714285714,67369.64285714286,13.536702142857143,16.857142857142858,4.482142857142857,18.09219607142857,16.071428571428573,14.991071428571429,32.57142857142857
2020-10-24,17,43,0,1,40.0,0.5,25698.0,155.0,100.18,73940.0,17.55555,16.0,7.0,19.00733,17.0,16.5,0,45.85714285714285,28.428571428571427,94.71428571428572,87710.0,16.158725714285715,16.0,6.678571428571429,19.64757857142857,18.571428571428573,16.428571428571427,5.0,31.785714285714285,80.10714285714286,67459.28571428571,13.462297500000002,16.357142857142858,4.616071428571429,18.028357142857143,15.928571428571429,15.026785714285714,33.035714285714285
2020-10-25,4,43,0,0,8.0,0.5,25775.0,77.0,100.18,51200.0,9.40277,9.0,7.0,10.96359,8.0,16.5,0,46.142857142857146,29.285714285714285,95.28571428571428,90758.57142857143,16.17459857142857,16.142857142857142,7.0,19.631462857142857,18.571428571428573,16.5,5.0,32.0,80.67857142857143,67936.07142857143,13.442952142857141,16.25,4.75,17.993493214285714,15.785714285714286,15.0625,33.25
2020-10-26,43,44,0,0,23.0,0.5,25836.0,61.0,100.18,59730.0,6.68055,6.0,5.75,12.38231,9.0,16.5,1,45.85714285714285,31.285714285714285,91.0,94790.0,16.28967714285714,16.285714285714285,6.821428571428571,19.61534857142857,18.571428571428573,16.5,5.0,31.821428571428573,79.46428571428571,68607.85714285714,13.432039285714286,16.178571428571427,4.839285714285714,18.007438571428573,15.607142857142858,15.214285714285714,33.035714285714285
2020-10-27,63,44,0,0,29.0,0.5,25955.0,119.0,100.18,89470.0,17.75,15.0,5.75,26.51741,25.0,16.5,1,43.285714285714285,31.857142857142858,97.14285714285714,97137.14285714286,16.208328571428574,15.428571428571429,6.642857142857143,19.493247142857143,18.571428571428573,16.5,5.0,31.321428571428573,81.92857142857143,69221.42857142857,13.539182142857143,16.0,4.928571428571429,18.099788214285713,15.642857142857142,15.366071428571429,33.32142857142857
2020-10-28,66,44,0,0,47.0,0.5,26043.0,88.0,100.18,128640.0,19.13888,18.0,5.75,23.17237,19.0,16.5,1,45.71428571428572,28.285714285714285,101.42857142857144,102001.42857142857,16.037692857142854,14.714285714285714,6.464285714285714,19.470315714285714,16.571428571428573,16.5,5.0,29.964285714285715,83.71428571428571,71685.71428571429,13.659717857142857,15.678571428571429,5.017857142857143,18.289136428571428,15.714285714285714,15.517857142857142,34.82142857142857
2020-10-29,54,44,0,0,77.0,0.5,26146.0,103.0,100.18,144180.0,19.65277,21.0,5.75,21.93587,19.0,16.5,1,45.85714285714285,37.142857142857146,103.14285714285714,94352.85714285714,15.90674,14.428571428571429,6.285714285714286,19.317845714285717,16.714285714285715,16.5,5.0,32.0,83.35714285714286,74851.07142857143,14.097713928571428,16.035714285714285,5.107142857142857,18.763281428571428,16.142857142857142,15.669642857142858,37.035714285714285
2020-10-30,49,44,0,0,36.0,0.5,26271.0,125.0,100.18,111230.0,18.18055,14.0,5.75,20.90763,21.0,16.5,1,44.57142857142857,37.142857142857146,104.0,94055.71428571428,15.480152857142858,14.142857142857142,6.107142857142857,19.26950142857143,16.857142857142858,16.5,5.0,33.107142857142854,85.07142857142857,75418.92857142857,14.467753571428572,16.142857142857142,5.196428571428571,19.23122857142857,16.678571428571427,15.821428571428571,38.82142857142857
2020-10-31,14,44,0,0,11.0,0.5,26385.0,114.0,100.18,108770.0,16.51388,15.0,5.75,17.5539,18.0,16.5,0,42.142857142857146,33.0,98.14285714285714,99031.42857142857,15.331342857142856,14.0,5.928571428571429,19.06186857142857,17.0,16.5,5.0,33.392857142857146,86.89285714285714,76520.0,14.84771357142857,16.428571428571427,5.285714285714286,19.56049607142857,17.071428571428573,15.973214285714286,40.42857142857143
2020-11-01,6,44,0,0,3.0,0.5,26511.0,126.0,100.09,102750.0,8.08333,9.0,5.75,10.20434,8.0,16.5,0,41.71428571428572,32.285714285714285,105.14285714285714,106395.71428571428,15.14285142857143,14.0,5.75,18.95340428571429,17.0,16.5,5.0,32.892857142857146,88.71428571428571,79150.35714285714,14.94047142857143,16.5,5.375,19.586837499999998,17.071428571428573,16.125,40.785714285714285
2020-11-02,92,45,0,0,7.0,0.5,26635.0,124.0,100.09,51710.0,6.97222,6.0,5.75,11.17185,8.0,15.25,1,42.142857142857146,30.0,114.14285714285714,105250.0,15.184518571428573,14.0,5.75,18.780481428571427,16.857142857142858,16.321428571428573,5.0,32.607142857142854,90.85714285714286,79875.71428571429,14.96874535714286,16.5,5.4375,19.53260535714286,16.964285714285715,16.116071428571427,40.857142857142854
2020-11-03,67,45,0,0,23.0,0.5,26732.0,97.0,100.09,97760.0,16.29166,14.0,5.75,23.56284,24.0,15.25,1,49.142857142857146,29.142857142857142,111.0,106434.28571428572,14.976184285714284,13.857142857142858,5.75,18.3584,16.714285714285715,16.142857142857142,5.0,32.214285714285715,91.71428571428571,81622.14285714286,14.980153928571427,15.892857142857142,5.5,19.409420714285712,17.107142857142858,16.107142857142858,42.535714285714285
2020-11-04,52,45,0,0,95.0,0.5,26807.0,75.0,100.09,108170.0,20.29166,21.0,5.75,21.32847,17.0,15.25,1,49.71428571428572,36.0,109.14285714285714,103510.0,15.140867142857145,14.285714285714286,5.75,18.09498571428572,16.428571428571427,15.964285714285714,5.0,35.214285714285715,91.71428571428571,83018.57142857143,15.104657857142856,15.107142857142858,5.5625,19.357512857142858,17.0,16.098214285714285,43.42857142857143
2020-11-05,76,45,0,0,63.0,0.5,26925.0,118.0,100.09,140800.0,21.19444,25.0,5.75,19.31103,22.0,15.25,1,47.71428571428572,34.0,111.28571428571428,103027.14285714286,15.361105714285715,14.857142857142858,5.75,17.720008571428572,16.857142857142858,15.785714285714286,5.0,36.214285714285715,91.85714285714286,86287.5,15.189479285714286,15.107142857142858,5.625,19.268726785714286,17.071428571428573,16.089285714285715,43.535714285714285
2020-11-06,60,45,0,0,32.0,0.5,27050.0,125.0,100.09,227490.0,23.45833,25.0,5.75,19.15918,19.0,15.25,1,50.85714285714285,33.42857142857143,111.28571428571428,119635.71428571428,16.115074285714286,16.428571428571427,5.75,17.470229999999997,16.571428571428573,15.607142857142858,5.0,36.464285714285715,93.85714285714286,91562.85714285714,15.435015000000002,15.392857142857142,5.6875,19.242230357142855,17.178571428571427,16.080357142857142,45.0
2020-11-07,10,45,0,0,35.0,0.5,27195.0,145.0,100.09,186130.0,21.875,29.0,5.75,16.91613,18.0,15.25,0,52.42857142857143,36.85714285714285,115.71428571428572,130687.14285714286,16.880948571428572,18.428571428571427,5.75,17.379119999999997,16.571428571428573,15.428571428571429,5.0,37.464285714285715,97.10714285714286,95676.42857142857,15.891364285714287,16.071428571428573,5.75,19.390981785714285,17.5,16.071428571428573,46.75
2020-11-08,4,45,0,0,5.0,0.5,27284.0,89.0,100.09,160730.0,10.56944,11.0,5.75,10.09154,7.0,15.25,0,51.85714285714285,37.142857142857146,110.42857142857144,138970.0,17.236107142857144,18.714285714285715,5.75,17.363005714285716,16.428571428571427,15.25,5.0,37.285714285714285,97.71428571428571,99066.42857142857,16.02727714285714,16.107142857142858,5.8125,19.323733928571432,17.428571428571427,16.0625,46.714285714285715
2020-11-09,77,46,0,0,13.0,0.5,27427.0,143.0,100.09,94990.0,8.16666,9.0,4.25,10.88984,10.0,16.5,1,51.57142857142857,38.0,113.14285714285714,145152.85714285713,17.40674142857143,19.142857142857142,5.535714285714286,17.32271857142857,16.714285714285715,15.428571428571429,5.0,36.964285714285715,100.75,100992.5,16.095729285714288,16.107142857142858,5.794642857142857,19.242230714285714,17.428571428571427,16.080357142857142,46.714285714285715
2020-11-10,118,46,0,0,16.0,0.5,27553.0,126.0,100.09,165040.0,17.94444,18.0,4.25,22.29163,22.0,16.5,1,49.42857142857143,37.0,117.28571428571428,154764.2857142857,17.64285285714286,19.714285714285715,5.321428571428571,17.141117142857144,16.428571428571427,15.607142857142858,5.0,33.0,101.78571428571429,103886.07142857143,16.089280714285714,16.035714285714285,5.776785714285714,18.997875357142856,17.321428571428573,16.098214285714285,46.964285714285715
2020-11-11,108,46,0,0,161.0,0.5,27653.0,100.0,100.09,93360.0,20.33333,17.0,4.25,22.89036,20.0,16.5,1,56.85714285714285,46.42857142857143,120.85714285714286,152648.57142857142,17.648805714285714,19.142857142857142,5.107142857142857,17.364244285714285,16.857142857142858,15.785714285714286,5.0,37.5,101.71428571428571,104910.71428571429,16.1621975,16.0,5.758928571428571,18.892819642857145,17.178571428571427,16.116071428571427,49.07142857142857
2020-11-12,91,46,0,0,41.0,0.5,27799.0,146.0,100.09,119070.0,20.98611,19.0,4.25,22.33068,23.0,16.5,1,64.85714285714286,43.285714285714285,124.85714285714286,149544.2857142857,17.619044285714285,18.285714285714285,4.892857142857143,17.79562285714286,17.0,15.964285714285714,5.0,36.92857142857143,103.92857142857143,107051.78571428571,16.258923928571427,16.0,5.741071428571429,18.7922575,17.285714285714285,16.133928571428573,50.42857142857143
2020-11-13,85,46,0,0,23.0,0.5,27942.0,143.0,100.09,165540.0,20.86111,28.0,4.25,21.08985,21.0,16.5,1,67.0,42.0,127.42857142857144,140694.2857142857,17.248012857142857,18.714285714285715,4.678571428571429,18.07143285714286,17.285714285714285,16.142857142857142,5.0,34.535714285714285,105.5,110433.92857142857,16.223705714285714,16.214285714285715,5.723214285714286,18.686427142857145,17.392857142857142,16.151785714285715,51.285714285714285
2020-11-14,26,46,0,0,24.0,0.5,28133.0,191.0,100.09,113750.0,20.04166,23.0,4.25,29.75834,32.0,16.5,0,70.57142857142857,40.42857142857143,134.0,130354.28571428572,16.986107142857144,17.857142857142858,4.464285714285714,19.906034285714288,19.285714285714285,16.321428571428573,5.0,34.67857142857143,110.64285714285714,111945.71428571429,16.33928107142857,16.571428571428573,5.705357142857143,18.998650357142857,17.857142857142858,16.169642857142858,52.75
